  0%|                                                                                                                                                                                       | 0/3705 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                                                                                                                                     
{'loss': 0.0, 'learning_rate': 8.928571428571428e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.34883499145508, 'logps/chosen': -25.82611083984375, 'logits/rejected': -2.37711763381958, 'logits/chosen': -2.345423460006714, 'loss/value': 0.0, 'epoch': 0.01}
{'loss': 0.0, 'learning_rate': 9.999380756630386e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.40520477294922, 'logps/chosen': -30.741943359375, 'logits/rejected': -2.362483501434326, 'logits/chosen': -2.3433547019958496, 'loss/value': 0.0, 'epoch': 0.11}
{'loss': 0.0, 'learning_rate': 9.998501627857921e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.18837356567383, 'logps/chosen': -27.7327938079834, 'logits/rejected': -2.3576295375823975, 'logits/chosen': -2.339033603668213, 'loss/value': 0.0, 'epoch': 0.11}
{'loss': 0.0, 'learning_rate': 9.99724035918865e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.6064338684082, 'logps/chosen': -24.620849609375, 'logits/rejected': -2.3720436096191406, 'logits/chosen': -2.335005760192871, 'loss/value': 0.0, 'epoch': 0.12}
{'loss': 0.0, 'learning_rate': 9.995597047047688e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.76860809326172, 'logps/chosen': -22.407207489013672, 'logits/rejected': -2.3445560932159424, 'logits/chosen': -2.30584979057312, 'loss/value': 0.0, 'epoch': 0.13}
{'loss': 0.0, 'learning_rate': 9.993571817067706e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.064849853515625, 'logps/chosen': -25.63065528869629, 'logits/rejected': -2.352616548538208, 'logits/chosen': -2.3314826488494873, 'loss/value': 0.0, 'epoch': 0.14}
{'loss': 0.0, 'learning_rate': 9.991164824079341e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.35369873046875, 'logps/chosen': -26.79085350036621, 'logits/rejected': -2.361332416534424, 'logits/chosen': -2.3399651050567627, 'loss/value': 0.0, 'epoch': 0.15}
{'loss': 0.0, 'learning_rate': 9.988376252099348e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.4514045715332, 'logps/chosen': -23.579822540283203, 'logits/rejected': -2.3676650524139404, 'logits/chosen': -2.3335659503936768, 'loss/value': 0.0, 'epoch': 0.15}
{'loss': 0.0, 'learning_rate': 9.985206314316535e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.16884231567383, 'logps/chosen': -27.264984130859375, 'logits/rejected': -2.362165927886963, 'logits/chosen': -2.3277971744537354, 'loss/value': 0.0, 'epoch': 0.16}
{'loss': 0.0, 'learning_rate': 9.981655253075467e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.40714645385742, 'logps/chosen': -27.351613998413086, 'logits/rejected': -2.3761630058288574, 'logits/chosen': -2.3495419025421143, 'loss/value': 0.0, 'epoch': 0.17}
{'loss': 0.0, 'learning_rate': 9.977723339857935e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.22246170043945, 'logps/chosen': -27.77108383178711, 'logits/rejected': -2.363564968109131, 'logits/chosen': -2.346381664276123, 'loss/value': 0.0, 'epoch': 0.18}
{'loss': 0.0, 'learning_rate': 9.973410875262203e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -58.22190475463867, 'logps/chosen': -22.75082015991211, 'logits/rejected': -2.3806538581848145, 'logits/chosen': -2.351566791534424, 'loss/value': 0.0, 'epoch': 0.19}
{'loss': 0.0, 'learning_rate': 9.968718188980027e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -58.132606506347656, 'logps/chosen': -26.546581268310547, 'logits/rejected': -2.3568196296691895, 'logits/chosen': -2.342897891998291, 'loss/value': 0.0, 'epoch': 0.19}
{'loss': 0.0, 'learning_rate': 9.963645639771445e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.24812698364258, 'logps/chosen': -31.507797241210938, 'logits/rejected': -2.3594071865081787, 'logits/chosen': -2.3341569900512695, 'loss/value': 0.0, 'epoch': 0.2}
{'loss': 0.0, 'learning_rate': 9.958193615437362e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.309593200683594, 'logps/chosen': -25.031635284423828, 'logits/rejected': -2.3765745162963867, 'logits/chosen': -2.3457634449005127, 'loss/value': 0.0, 'epoch': 0.21}
{'loss': 0.0, 'learning_rate': 9.952362532789887e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.29462814331055, 'logps/chosen': -25.578048706054688, 'logits/rejected': -2.357682704925537, 'logits/chosen': -2.3306994438171387, 'loss/value': 0.0, 'epoch': 0.22}
{'loss': 0.0, 'learning_rate': 9.946152837620476e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.25136184692383, 'logps/chosen': -35.57535171508789, 'logits/rejected': -2.3655242919921875, 'logits/chosen': -2.3650784492492676, 'loss/value': 0.0, 'epoch': 0.23}
{'loss': 0.0, 'learning_rate': 9.93956500466585e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.72795486450195, 'logps/chosen': -28.9425048828125, 'logits/rejected': -2.356569528579712, 'logits/chosen': -2.3352036476135254, 'loss/value': 0.0, 'epoch': 0.23}
{'loss': 0.0, 'learning_rate': 9.932599537571701e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.956443786621094, 'logps/chosen': -29.34482765197754, 'logits/rejected': -2.375243663787842, 'logits/chosen': -2.359996795654297, 'loss/value': 0.0, 'epoch': 0.24}
{'loss': 0.0, 'learning_rate': 9.925256968854184e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.06292724609375, 'logps/chosen': -26.003992080688477, 'logits/rejected': -2.384830951690674, 'logits/chosen': -2.36670184135437, 'loss/value': 0.0, 'epoch': 0.25}
{'loss': 0.0, 'learning_rate': 9.917537859859213e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -58.050933837890625, 'logps/chosen': -28.676471710205078, 'logits/rejected': -2.342869520187378, 'logits/chosen': -2.319640636444092, 'loss/value': 0.0, 'epoch': 0.26}
{'loss': 0.0, 'learning_rate': 9.909442800719535e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.4427604675293, 'logps/chosen': -26.15411376953125, 'logits/rejected': -2.3661179542541504, 'logits/chosen': -2.338984727859497, 'loss/value': 0.0, 'epoch': 0.27}
{'loss': 0.0, 'learning_rate': 9.900972410309627e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.01108932495117, 'logps/chosen': -27.1069278717041, 'logits/rejected': -2.366547107696533, 'logits/chosen': -2.3403680324554443, 'loss/value': 0.0, 'epoch': 0.28}
{'loss': 0.0, 'learning_rate': 9.89212733619837e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.50264358520508, 'logps/chosen': -24.68454360961914, 'logits/rejected': -2.365487575531006, 'logits/chosen': -2.328611373901367, 'loss/value': 0.0, 'epoch': 0.28}
{'loss': 0.0, 'learning_rate': 9.882908254599552e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.29107666015625, 'logps/chosen': -27.166091918945312, 'logits/rejected': -2.3471004962921143, 'logits/chosen': -2.3245298862457275, 'loss/value': 0.0, 'epoch': 0.29}
{'loss': 0.0, 'learning_rate': 9.87331587032016e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.974037170410156, 'logps/chosen': -22.69858741760254, 'logits/rejected': -2.3559446334838867, 'logits/chosen': -2.3227553367614746, 'loss/value': 0.0, 'epoch': 0.3}
{'loss': 0.0, 'learning_rate': 9.863350916706513e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.959266662597656, 'logps/chosen': -23.35666275024414, 'logits/rejected': -2.3664650917053223, 'logits/chosen': -2.3312621116638184, 'loss/value': 0.0, 'epoch': 0.31}
{'loss': 0.0, 'learning_rate': 9.853014155588173e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.13825225830078, 'logps/chosen': -26.20479965209961, 'logits/rejected': -2.363386631011963, 'logits/chosen': -2.3369345664978027, 'loss/value': 0.0, 'epoch': 0.32}
{'loss': 0.0, 'learning_rate': 9.84230637721973e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.01018142700195, 'logps/chosen': -28.8007755279541, 'logits/rejected': -2.360199451446533, 'logits/chosen': -2.3371872901916504, 'loss/value': 0.0, 'epoch': 0.32}
{'loss': 0.0, 'learning_rate': 9.831228400220369e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.39208984375, 'logps/chosen': -29.58298683166504, 'logits/rejected': -2.364035129547119, 'logits/chosen': -2.3385469913482666, 'loss/value': 0.0, 'epoch': 0.33}
{'loss': 0.0, 'learning_rate': 9.819781071511282e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.01777267456055, 'logps/chosen': -30.331905364990234, 'logits/rejected': -2.3406643867492676, 'logits/chosen': -2.32258677482605, 'loss/value': 0.0, 'epoch': 0.34}
{'loss': 0.0, 'learning_rate': 9.807965266250937e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.56401824951172, 'logps/chosen': -29.697467803955078, 'logits/rejected': -2.3680882453918457, 'logits/chosen': -2.3416929244995117, 'loss/value': 0.0, 'epoch': 0.35}
{'loss': 0.0, 'learning_rate': 9.79578188776816e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -56.44001388549805, 'logps/chosen': -26.249664306640625, 'logits/rejected': -2.345583915710449, 'logits/chosen': -2.3218719959259033, 'loss/value': 0.0, 'epoch': 0.36}
{'loss': 0.0, 'learning_rate': 9.783231867493076e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.068763732910156, 'logps/chosen': -28.73981285095215, 'logits/rejected': -2.383382558822632, 'logits/chosen': -2.3565332889556885, 'loss/value': 0.0, 'epoch': 0.36}
{'loss': 0.0, 'learning_rate': 9.770316164885899e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.5979118347168, 'logps/chosen': -28.759937286376953, 'logits/rejected': -2.367518663406372, 'logits/chosen': -2.3459644317626953, 'loss/value': 0.0, 'epoch': 0.37}
{'loss': 0.0, 'learning_rate': 9.757035767363588e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.079620361328125, 'logps/chosen': -26.731548309326172, 'logits/rejected': -2.3578858375549316, 'logits/chosen': -2.3302931785583496, 'loss/value': 0.0, 'epoch': 0.38}
{'loss': 0.0, 'learning_rate': 9.743391690224348e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.905784606933594, 'logps/chosen': -26.318246841430664, 'logits/rejected': -2.3546664714813232, 'logits/chosen': -2.322150945663452, 'loss/value': 0.0, 'epoch': 0.39}
{'loss': 0.0, 'learning_rate': 9.729384976570015e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.9732551574707, 'logps/chosen': -26.385061264038086, 'logits/rejected': -2.3694210052490234, 'logits/chosen': -2.342481851577759, 'loss/value': 0.0, 'epoch': 0.4}
{'loss': 0.0, 'learning_rate': 9.71501669722631e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.77626419067383, 'logps/chosen': -36.92744827270508, 'logits/rejected': -2.3548033237457275, 'logits/chosen': -2.3472602367401123, 'loss/value': 0.0, 'epoch': 0.4}
{'loss': 0.0, 'learning_rate': 9.700287950660977e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.213172912597656, 'logps/chosen': -23.514230728149414, 'logits/rejected': -2.3629865646362305, 'logits/chosen': -2.329995632171631, 'loss/value': 0.0, 'epoch': 0.41}
{'loss': 0.0, 'learning_rate': 9.685199862899791e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.90324020385742, 'logps/chosen': -26.874649047851562, 'logits/rejected': -2.3327975273132324, 'logits/chosen': -2.3059518337249756, 'loss/value': 0.0, 'epoch': 0.42}
{'loss': 0.0, 'learning_rate': 9.669753587440487e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.21439743041992, 'logps/chosen': -33.066184997558594, 'logits/rejected': -2.3563272953033447, 'logits/chosen': -2.3492374420166016, 'loss/value': 0.0, 'epoch': 0.43}
{'loss': 0.0, 'learning_rate': 9.653950305164569e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.270851135253906, 'logps/chosen': -29.76152992248535, 'logits/rejected': -2.3384339809417725, 'logits/chosen': -2.3175387382507324, 'loss/value': 0.0, 'epoch': 0.44}
{'loss': 0.0, 'learning_rate': 9.637791224247025e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.970977783203125, 'logps/chosen': -25.645519256591797, 'logits/rejected': -2.3790431022644043, 'logits/chosen': -2.344456195831299, 'loss/value': 0.0, 'epoch': 0.45}
{'loss': 0.0, 'learning_rate': 9.621277580063969e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -58.435211181640625, 'logps/chosen': -24.749929428100586, 'logits/rejected': -2.343306303024292, 'logits/chosen': -2.312203884124756, 'loss/value': 0.0, 'epoch': 0.45}
{'loss': 0.0, 'learning_rate': 9.604410635098193e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.51654052734375, 'logps/chosen': -29.2658748626709, 'logits/rejected': -2.349358558654785, 'logits/chosen': -2.3204870223999023, 'loss/value': 0.0, 'epoch': 0.46}
{'loss': 0.0, 'learning_rate': 9.587191678842646e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.34059143066406, 'logps/chosen': -27.41139793395996, 'logits/rejected': -2.369178056716919, 'logits/chosen': -2.343468427658081, 'loss/value': 0.0, 'epoch': 0.47}
{'loss': 0.0, 'learning_rate': 9.569622027701854e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.21259689331055, 'logps/chosen': -27.119176864624023, 'logits/rejected': -2.3711228370666504, 'logits/chosen': -2.3400826454162598, 'loss/value': 0.0, 'epoch': 0.48}
{'loss': 0.0, 'learning_rate': 9.55170302489128e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.853858947753906, 'logps/chosen': -27.6243839263916, 'logits/rejected': -2.377129077911377, 'logits/chosen': -2.356116771697998, 'loss/value': 0.0, 'epoch': 0.49}
{'loss': 0.0, 'learning_rate': 9.53343604033463e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.407745361328125, 'logps/chosen': -25.339962005615234, 'logits/rejected': -2.323399305343628, 'logits/chosen': -2.285719633102417, 'loss/value': 0.0, 'epoch': 0.49}
{'loss': 0.0, 'learning_rate': 9.51482247055913e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.5749397277832, 'logps/chosen': -28.665706634521484, 'logits/rejected': -2.3557164669036865, 'logits/chosen': -2.3295936584472656, 'loss/value': 0.0, 'epoch': 0.5}
{'loss': 0.0, 'learning_rate': 9.495863738588745e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.855567932128906, 'logps/chosen': -28.986705780029297, 'logits/rejected': -2.373117208480835, 'logits/chosen': -2.3471169471740723, 'loss/value': 0.0, 'epoch': 0.51}
{'loss': 0.0, 'learning_rate': 9.476561293835408e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.84746551513672, 'logps/chosen': -34.934112548828125, 'logits/rejected': -2.3760650157928467, 'logits/chosen': -2.358713388442993, 'loss/value': 0.0, 'epoch': 0.52}
{'loss': 0.0, 'learning_rate': 9.456916611988191e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.48652267456055, 'logps/chosen': -27.634689331054688, 'logits/rejected': -2.3439552783966064, 'logits/chosen': -2.3146986961364746, 'loss/value': 0.0, 'epoch': 0.53}
{'loss': 0.0, 'learning_rate': 9.4369311949005e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.92024230957031, 'logps/chosen': -25.18882179260254, 'logits/rejected': -2.344399929046631, 'logits/chosen': -2.3065736293792725, 'loss/value': 0.0, 'epoch': 0.53}
{'loss': 0.0, 'learning_rate': 9.416606570475256e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.552467346191406, 'logps/chosen': -24.770231246948242, 'logits/rejected': -2.3533639907836914, 'logits/chosen': -2.322336196899414, 'loss/value': 0.0, 'epoch': 0.54}
{'loss': 0.0, 'learning_rate': 9.395944292548076e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.517356872558594, 'logps/chosen': -23.268434524536133, 'logits/rejected': -2.3693301677703857, 'logits/chosen': -2.345871925354004, 'loss/value': 0.0, 'epoch': 0.55}
{'loss': 0.0, 'learning_rate': 9.374945940768494e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.02239227294922, 'logps/chosen': -24.95595359802246, 'logits/rejected': -2.3768839836120605, 'logits/chosen': -2.3436825275421143, 'loss/value': 0.0, 'epoch': 0.56}
{'loss': 0.0, 'learning_rate': 9.353613120479185e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.65679931640625, 'logps/chosen': -23.30670166015625, 'logits/rejected': -2.381434679031372, 'logits/chosen': -2.3426356315612793, 'loss/value': 0.0, 'epoch': 0.57}
{'loss': 0.0, 'learning_rate': 9.331947462593244e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.62476348876953, 'logps/chosen': -23.749469757080078, 'logits/rejected': -2.3519701957702637, 'logits/chosen': -2.3177218437194824, 'loss/value': 0.0, 'epoch': 0.57}
{'loss': 0.0, 'learning_rate': 9.30995062346949e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.427490234375, 'logps/chosen': -27.9541015625, 'logits/rejected': -2.3702940940856934, 'logits/chosen': -2.349228620529175, 'loss/value': 0.0, 'epoch': 0.58}
