  0%|                                                                                                                                                                                       | 0/1851 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                                                                                                                                     
{'loss': 0.0, 'learning_rate': 1.7857142857142856e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.24277877807617, 'logps/chosen': -27.342697143554688, 'logits/rejected': -2.375000476837158, 'logits/chosen': -2.348742961883545, 'loss/value': 0.0, 'epoch': 0.02}
{'loss': 0.0, 'learning_rate': 9.968665940254871e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -58.17627716064453, 'logps/chosen': -24.6459903717041, 'logits/rejected': -2.3685107231140137, 'logits/chosen': -2.343860149383545, 'loss/value': 0.0, 'epoch': 0.19}
{'loss': 0.0, 'learning_rate': 9.958123812584407e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.28560256958008, 'logps/chosen': -28.266260147094727, 'logits/rejected': -2.3667290210723877, 'logits/chosen': -2.334965467453003, 'loss/value': 0.0, 'epoch': 0.21}
{'loss': 0.0, 'learning_rate': 9.94606296698074e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.7730598449707, 'logps/chosen': -30.568029403686523, 'logits/rejected': -2.361494541168213, 'logits/chosen': -2.3432929515838623, 'loss/value': 0.0, 'epoch': 0.23}
{'loss': 0.0, 'learning_rate': 9.932487097789393e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.8403205871582, 'logps/chosen': -29.138469696044922, 'logits/rejected': -2.3653974533081055, 'logits/chosen': -2.340437412261963, 'loss/value': 0.0, 'epoch': 0.24}
{'loss': 0.0, 'learning_rate': 9.917400363421245e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.05820846557617, 'logps/chosen': -27.349864959716797, 'logits/rejected': -2.362743854522705, 'logits/chosen': -2.334806203842163, 'loss/value': 0.0, 'epoch': 0.26}
{'loss': 0.0, 'learning_rate': 9.900807385078771e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.72880935668945, 'logps/chosen': -26.6403865814209, 'logits/rejected': -2.3666462898254395, 'logits/chosen': -2.3355746269226074, 'loss/value': 0.0, 'epoch': 0.28}
{'loss': 0.0, 'learning_rate': 9.882713245340529e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.3968620300293, 'logps/chosen': -25.931137084960938, 'logits/rejected': -2.3551688194274902, 'logits/chosen': -2.321976661682129, 'loss/value': 0.0, 'epoch': 0.29}
{'loss': 0.0, 'learning_rate': 9.863123486604319e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.9634895324707, 'logps/chosen': -23.016605377197266, 'logits/rejected': -2.3609654903411865, 'logits/chosen': -2.3260557651519775, 'loss/value': 0.0, 'epoch': 0.31}
{'loss': 0.0, 'learning_rate': 9.842044109389494e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.56682205200195, 'logps/chosen': -27.493112564086914, 'logits/rejected': -2.3606982231140137, 'logits/chosen': -2.334831714630127, 'loss/value': 0.0, 'epoch': 0.32}
{'loss': 0.0, 'learning_rate': 9.819481570498952e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.6979866027832, 'logps/chosen': -29.95395278930664, 'logits/rejected': -2.351477861404419, 'logits/chosen': -2.3274037837982178, 'loss/value': 0.0, 'epoch': 0.34}
{'loss': 0.0, 'learning_rate': 9.795442781041355e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.005165100097656, 'logps/chosen': -27.9814453125, 'logits/rejected': -2.3559730052948, 'logits/chosen': -2.3281400203704834, 'loss/value': 0.0, 'epoch': 0.36}
{'loss': 0.0, 'learning_rate': 9.769935104314198e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.83252716064453, 'logps/chosen': -28.74989891052246, 'logits/rejected': -2.3746447563171387, 'logits/chosen': -2.3488471508026123, 'loss/value': 0.0, 'epoch': 0.37}
{'loss': 0.0, 'learning_rate': 9.742966353548359e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.49761962890625, 'logps/chosen': -26.535959243774414, 'logits/rejected': -2.356412410736084, 'logits/chosen': -2.3237733840942383, 'loss/value': 0.0, 'epoch': 0.39}
{'loss': 0.0, 'learning_rate': 9.714544789514841e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.37119674682617, 'logps/chosen': -31.652637481689453, 'logits/rejected': -2.361900568008423, 'logits/chosen': -2.338090658187866, 'loss/value': 0.0, 'epoch': 0.4}
{'loss': 0.0, 'learning_rate': 9.684679117994426e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.05797576904297, 'logps/chosen': -25.186630249023438, 'logits/rejected': -2.346386432647705, 'logits/chosen': -2.31404972076416, 'loss/value': 0.0, 'epoch': 0.42}
{'loss': 0.0, 'learning_rate': 9.653378487111008e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.737083435058594, 'logps/chosen': -31.400741577148438, 'logits/rejected': -2.3465468883514404, 'logits/chosen': -2.3246750831604004, 'loss/value': 0.0, 'epoch': 0.44}
{'loss': 0.0, 'learning_rate': 9.620652484529445e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.69935989379883, 'logps/chosen': -25.1962833404541, 'logits/rejected': -2.359644889831543, 'logits/chosen': -2.323394536972046, 'loss/value': 0.0, 'epoch': 0.45}
{'loss': 0.0, 'learning_rate': 9.586511134518773e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.4257698059082, 'logps/chosen': -28.326818466186523, 'logits/rejected': -2.357484817504883, 'logits/chosen': -2.3287429809570312, 'loss/value': 0.0, 'epoch': 0.47}
{'loss': 0.0, 'learning_rate': 9.550964894881677e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.03369140625, 'logps/chosen': -27.366201400756836, 'logits/rejected': -2.372488498687744, 'logits/chosen': -2.342128276824951, 'loss/value': 0.0, 'epoch': 0.49}
{'loss': 0.0, 'learning_rate': 9.514024653751175e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.98712921142578, 'logps/chosen': -26.994152069091797, 'logits/rejected': -2.3385682106018066, 'logits/chosen': -2.303048610687256, 'loss/value': 0.0, 'epoch': 0.5}
{'loss': 0.0, 'learning_rate': 9.475701726255484e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.35993576049805, 'logps/chosen': -31.95681381225586, 'logits/rejected': -2.373481035232544, 'logits/chosen': -2.349372386932373, 'loss/value': 0.0, 'epoch': 0.52}
{'loss': 0.0, 'learning_rate': 9.436007851052101e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.20072174072266, 'logps/chosen': -26.410518646240234, 'logits/rejected': -2.3435661792755127, 'logits/chosen': -2.306500196456909, 'loss/value': 0.0, 'epoch': 0.53}
{'loss': 0.0, 'learning_rate': 9.394955186732134e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.03339385986328, 'logps/chosen': -24.01384735107422, 'logits/rejected': -2.360419750213623, 'logits/chosen': -2.330202102661133, 'loss/value': 0.0, 'epoch': 0.55}
{'loss': 0.0, 'learning_rate': 9.352556308096022e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.34326934814453, 'logps/chosen': -24.121768951416016, 'logits/rejected': -2.3788187503814697, 'logits/chosen': -2.3401708602905273, 'loss/value': 0.0, 'epoch': 0.57}
{'loss': 0.0, 'learning_rate': 9.308824202301765e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.51604461669922, 'logps/chosen': -25.85019302368164, 'logits/rejected': -2.3608031272888184, 'logits/chosen': -2.3303468227386475, 'loss/value': 0.0, 'epoch': 0.58}
{'loss': 0.0, 'learning_rate': 9.26377226488684e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.03656005859375, 'logps/chosen': -26.75795555114746, 'logits/rejected': -2.3624749183654785, 'logits/chosen': -2.3302247524261475, 'loss/value': 0.0, 'epoch': 0.6}
{'loss': 0.0, 'learning_rate': 9.217414295665014e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.8760871887207, 'logps/chosen': -28.04513931274414, 'logits/rejected': -2.3542380332946777, 'logits/chosen': -2.326991081237793, 'loss/value': 0.0, 'epoch': 0.62}
{'loss': 0.0, 'learning_rate': 9.169764494499356e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.39149856567383, 'logps/chosen': -31.260936737060547, 'logits/rejected': -2.359386920928955, 'logits/chosen': -2.3371901512145996, 'loss/value': 0.0, 'epoch': 0.63}
{'loss': 0.0, 'learning_rate': 9.120837456952681e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.76488494873047, 'logps/chosen': -26.165298461914062, 'logits/rejected': -2.3390583992004395, 'logits/chosen': -2.303924798965454, 'loss/value': 0.0, 'epoch': 0.65}
{'loss': 0.0, 'learning_rate': 9.070648169816794e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.3621826171875, 'logps/chosen': -25.649093627929688, 'logits/rejected': -2.356328248977661, 'logits/chosen': -2.326575756072998, 'loss/value': 0.0, 'epoch': 0.66}
{'loss': 0.0, 'learning_rate': 9.019212006521914e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.276153564453125, 'logps/chosen': -28.253149032592773, 'logits/rejected': -2.3403236865997314, 'logits/chosen': -2.311251401901245, 'loss/value': 0.0, 'epoch': 0.68}
{'loss': 0.0, 'learning_rate': 8.966544722427637e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.39460372924805, 'logps/chosen': -28.338520050048828, 'logits/rejected': -2.3678879737854004, 'logits/chosen': -2.34067964553833, 'loss/value': 0.0, 'epoch': 0.7}
{'loss': 0.0, 'learning_rate': 8.912662449996946e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.41400146484375, 'logps/chosen': -27.627010345458984, 'logits/rejected': -2.3547215461730957, 'logits/chosen': -2.3261101245880127, 'loss/value': 0.0, 'epoch': 0.71}
{'loss': 0.0, 'learning_rate': 8.857581693854674e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.94782257080078, 'logps/chosen': -27.34541893005371, 'logits/rejected': -2.3571972846984863, 'logits/chosen': -2.321361541748047, 'loss/value': 0.0, 'epoch': 0.73}
{'loss': 0.0, 'learning_rate': 8.801319325732003e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.947967529296875, 'logps/chosen': -25.229516983032227, 'logits/rejected': -2.3613531589508057, 'logits/chosen': -2.328282356262207, 'loss/value': 0.0, 'epoch': 0.74}
{'loss': 0.0, 'learning_rate': 8.743892579298495e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.24973678588867, 'logps/chosen': -28.54800033569336, 'logits/rejected': -2.3702123165130615, 'logits/chosen': -2.3445069789886475, 'loss/value': 0.0, 'epoch': 0.76}
{'loss': 0.0, 'learning_rate': 8.685319044883264e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.2253303527832, 'logps/chosen': -28.69722557067871, 'logits/rejected': -2.356917142868042, 'logits/chosen': -2.329615354537964, 'loss/value': 0.0, 'epoch': 0.78}
{'loss': 0.0, 'learning_rate': 8.625616664086903e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.053993225097656, 'logps/chosen': -27.487838745117188, 'logits/rejected': -2.3560070991516113, 'logits/chosen': -2.3217015266418457, 'loss/value': 0.0, 'epoch': 0.79}
{'loss': 0.0, 'learning_rate': 8.564803724285805e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.33934783935547, 'logps/chosen': -26.951091766357422, 'logits/rejected': -2.3595261573791504, 'logits/chosen': -2.328556537628174, 'loss/value': 0.0, 'epoch': 0.81}
{'loss': 0.0, 'learning_rate': 8.502898853030578e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.46502685546875, 'logps/chosen': -29.84409523010254, 'logits/rejected': -2.3617849349975586, 'logits/chosen': -2.3407490253448486, 'loss/value': 0.0, 'epoch': 0.83}
{'loss': 0.0, 'learning_rate': 8.439921012340261e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.693809509277344, 'logps/chosen': -25.499088287353516, 'logits/rejected': -2.3660495281219482, 'logits/chosen': -2.335707187652588, 'loss/value': 0.0, 'epoch': 0.84}
{'loss': 0.0, 'learning_rate': 8.375889492894088e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.068504333496094, 'logps/chosen': -27.61997413635254, 'logits/rejected': -2.369088649749756, 'logits/chosen': -2.3363640308380127, 'loss/value': 0.0, 'epoch': 0.86}
{'loss': 0.0, 'learning_rate': 8.310823908122567e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.387664794921875, 'logps/chosen': -30.025737762451172, 'logits/rejected': -2.346583127975464, 'logits/chosen': -2.3233158588409424, 'loss/value': 0.0, 'epoch': 0.87}
{'loss': 0.0, 'learning_rate': 8.244744188199723e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.45670700073242, 'logps/chosen': -27.19956398010254, 'logits/rejected': -2.363626003265381, 'logits/chosen': -2.3366169929504395, 'loss/value': 0.0, 'epoch': 0.89}
{'loss': 0.0, 'learning_rate': 8.177670573938309e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.07280731201172, 'logps/chosen': -25.44310760498047, 'logits/rejected': -2.3562912940979004, 'logits/chosen': -2.3268802165985107, 'loss/value': 0.0, 'epoch': 0.91}
{'loss': 0.0, 'learning_rate': 8.109623610589845e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.3176155090332, 'logps/chosen': -26.7333984375, 'logits/rejected': -2.3595035076141357, 'logits/chosen': -2.329758405685425, 'loss/value': 0.0, 'epoch': 0.92}
{'loss': 0.0, 'learning_rate': 8.040624141551442e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.788185119628906, 'logps/chosen': -26.982635498046875, 'logits/rejected': -2.366647243499756, 'logits/chosen': -2.3373219966888428, 'loss/value': 0.0, 'epoch': 0.94}
{'loss': 0.0, 'learning_rate': 7.97069330198127e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.973655700683594, 'logps/chosen': -27.204235076904297, 'logits/rejected': -2.3795764446258545, 'logits/chosen': -2.3492164611816406, 'loss/value': 0.0, 'epoch': 0.96}
{'loss': 0.0, 'learning_rate': 7.899852512324674e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.0435905456543, 'logps/chosen': -27.074087142944336, 'logits/rejected': -2.3465824127197266, 'logits/chosen': -2.3111202716827393, 'loss/value': 0.0, 'epoch': 0.97}
{'loss': 0.0, 'learning_rate': 7.828123471752898e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.230262756347656, 'logps/chosen': -25.509931564331055, 'logits/rejected': -2.348907232284546, 'logits/chosen': -2.3177199363708496, 'loss/value': 0.0, 'epoch': 0.99}
{'loss': 0.0, 'learning_rate': 7.75552815151643e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.56818771362305, 'logps/chosen': -28.010202407836914, 'logits/rejected': -2.3463051319122314, 'logits/chosen': -2.31992506980896, 'loss/value': 0.0, 'epoch': 1.0}
{'loss': 0.0, 'learning_rate': 7.682088788215018e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.693870544433594, 'logps/chosen': -27.91025161743164, 'logits/rejected': -2.3365018367767334, 'logits/chosen': -2.3039708137512207, 'loss/value': 0.0, 'epoch': 1.02}
{'loss': 0.0, 'learning_rate': 7.607827876986388e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.08574295043945, 'logps/chosen': -30.206363677978516, 'logits/rejected': -2.35980224609375, 'logits/chosen': -2.336777925491333, 'loss/value': 0.0, 'epoch': 1.04}
{'loss': 0.0, 'learning_rate': 7.532768164615798e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.9598503112793, 'logps/chosen': -27.760822296142578, 'logits/rejected': -2.345388650894165, 'logits/chosen': -2.3135595321655273, 'loss/value': 0.0, 'epoch': 1.05}
{'loss': 0.0, 'learning_rate': 7.456932642568473e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.0699348449707, 'logps/chosen': -25.433063507080078, 'logits/rejected': -2.3677000999450684, 'logits/chosen': -2.330509662628174, 'loss/value': 0.0, 'epoch': 1.07}
{'loss': 0.0, 'learning_rate': 7.380344539947129e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.7767219543457, 'logps/chosen': -25.72478675842285, 'logits/rejected': -2.345350742340088, 'logits/chosen': -2.313642740249634, 'loss/value': 0.0, 'epoch': 1.09}
{'loss': 0.0, 'learning_rate': 7.303027316376678e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.2598991394043, 'logps/chosen': -25.53891372680664, 'logits/rejected': -2.3592276573181152, 'logits/chosen': -2.3269104957580566, 'loss/value': 0.0, 'epoch': 1.1}
{'loss': 0.0, 'learning_rate': 7.22500465481834e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.80223846435547, 'logps/chosen': -26.898296356201172, 'logits/rejected': -2.3553013801574707, 'logits/chosen': -2.3241007328033447, 'loss/value': 0.0, 'epoch': 1.12}
{'loss': 0.0, 'learning_rate': 7.146300454315343e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.38665771484375, 'logps/chosen': -28.715778350830078, 'logits/rejected': -2.3886685371398926, 'logits/chosen': -2.365661144256592, 'loss/value': 0.0, 'epoch': 1.13}
{'loss': 0.0, 'learning_rate': 7.066938822672417e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.27252197265625, 'logps/chosen': -26.76030921936035, 'logits/rejected': -2.3513784408569336, 'logits/chosen': -2.3256430625915527, 'loss/value': 0.0, 'epoch': 1.15}
{'loss': 0.0, 'learning_rate': 6.986944069071371e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.38452911376953, 'logps/chosen': -27.7679443359375, 'logits/rejected': -2.3545188903808594, 'logits/chosen': -2.32904052734375, 'loss/value': 0.0, 'epoch': 1.17}
{'loss': 0.0, 'learning_rate': 6.906340696624964e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.51990509033203, 'logps/chosen': -24.797809600830078, 'logits/rejected': -2.35719633102417, 'logits/chosen': -2.322666645050049, 'loss/value': 0.0, 'epoch': 1.18}
