  0%|                                                                            | 0/1233 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                          
{'loss': 0.3543, 'learning_rate': 2.7027027027027028e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -66.93944549560547, 'logps/chosen': -22.629165649414062, 'logits/rejected': -2.346561908721924, 'logits/chosen': -2.2989933490753174, 'epoch': 0.02}
{'loss': 0.3548, 'learning_rate': 6.979952168251744e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.48526763916016, 'logps/chosen': -22.723617553710938, 'logits/rejected': -2.390993595123291, 'logits/chosen': -2.3452706336975098, 'epoch': 1.17}
{'loss': 0.3649, 'learning_rate': 6.8586817557777e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.51725387573242, 'logps/chosen': -23.035472869873047, 'logits/rejected': -2.3404784202575684, 'logits/chosen': -2.296076536178589, 'epoch': 1.19}
{'loss': 0.3625, 'learning_rate': 6.73612896119358e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.56060791015625, 'logps/chosen': -23.93903350830078, 'logits/rejected': -2.3742921352386475, 'logits/chosen': -2.3305327892303467, 'epoch': 1.22}
{'loss': 0.3571, 'learning_rate': 6.612378338786761e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.92476654052734, 'logps/chosen': -25.600244522094727, 'logits/rejected': -2.37851881980896, 'logits/chosen': -2.335615634918213, 'epoch': 1.24}
{'loss': 0.3728, 'learning_rate': 6.487515269276015e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.483848571777344, 'logps/chosen': -21.83852767944336, 'logits/rejected': -2.36523699760437, 'logits/chosen': -2.320950746536255, 'epoch': 1.26}
{'loss': 0.354, 'learning_rate': 6.361625900903803e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.75697708129883, 'logps/chosen': -23.092947006225586, 'logits/rejected': -2.375527858734131, 'logits/chosen': -2.328321933746338, 'epoch': 1.29}
{'loss': 0.3475, 'learning_rate': 6.234797089998997e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -65.14271545410156, 'logps/chosen': -24.26119041442871, 'logits/rejected': -2.3783679008483887, 'logits/chosen': -2.3302831649780273, 'epoch': 1.31}
{'loss': 0.3545, 'learning_rate': 6.10711634105108e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.48563766479492, 'logps/chosen': -25.005653381347656, 'logits/rejected': -2.3523833751678467, 'logits/chosen': -2.306264638900757, 'epoch': 1.34}
{'loss': 0.3736, 'learning_rate': 5.978671746337138e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.5125846862793, 'logps/chosen': -22.37958335876465, 'logits/rejected': -2.342139482498169, 'logits/chosen': -2.299551486968994, 'epoch': 1.36}
{'loss': 0.4016, 'learning_rate': 5.849551925143333e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.39335250854492, 'logps/chosen': -23.021520614624023, 'logits/rejected': -2.372509479522705, 'logits/chosen': -2.3287158012390137, 'epoch': 1.39}
{'loss': 0.3655, 'learning_rate': 5.719845962622755e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.99745178222656, 'logps/chosen': -23.26057243347168, 'logits/rejected': -2.393944501876831, 'logits/chosen': -2.3467659950256348, 'epoch': 1.41}
{'loss': 0.3518, 'learning_rate': 5.58964334833185e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.8192024230957, 'logps/chosen': -22.255857467651367, 'logits/rejected': -2.3453922271728516, 'logits/chosen': -2.303462028503418, 'epoch': 1.43}
{'loss': 0.3666, 'learning_rate': 5.459033914487855e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -63.68412399291992, 'logps/chosen': -23.166492462158203, 'logits/rejected': -2.3699114322662354, 'logits/chosen': -2.326903820037842, 'epoch': 1.46}
{'loss': 0.3752, 'learning_rate': 5.328107773989787e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.86445999145508, 'logps/chosen': -23.089473724365234, 'logits/rejected': -2.36639666557312, 'logits/chosen': -2.3225104808807373, 'epoch': 1.48}
{'loss': 0.3688, 'learning_rate': 5.196955258245804e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -65.76942443847656, 'logps/chosen': -25.24827003479004, 'logits/rejected': -2.332425355911255, 'logits/chosen': -2.2862284183502197, 'epoch': 1.51}
