  0%|                                                                            | 0/4938 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
  5%|███▎                                                              | 250/4938 [03:11<58:26,  1.34it/s]
{'loss': 0.0, 'learning_rate': 6.711409395973154e-09, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -66.5490493774414, 'logps/chosen': -25.738399505615234, 'logits/rejected': -2.3352935314178467, 'logits/chosen': -2.2900021076202393, 'epoch': 0.01}
{'loss': 0.0, 'learning_rate': 8.053691275167784e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.52146911621094, 'logps/chosen': -18.971942901611328, 'logits/rejected': -2.421016216278076, 'logits/chosen': -2.372476816177368, 'epoch': 0.07}
{'loss': 0.0, 'learning_rate': 8.7248322147651e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -67.50404357910156, 'logps/chosen': -21.257326126098633, 'logits/rejected': -2.3463175296783447, 'logits/chosen': -2.294006586074829, 'epoch': 0.08}
{'loss': 0.0, 'learning_rate': 9.395973154362415e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -66.48545837402344, 'logps/chosen': -24.941862106323242, 'logits/rejected': -2.312049150466919, 'logits/chosen': -2.2673678398132324, 'epoch': 0.09}
{'loss': 0.0, 'learning_rate': 9.999998924154111e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.18080139160156, 'logps/chosen': -25.2537784576416, 'logits/rejected': -2.409515619277954, 'logits/chosen': -2.3640623092651367, 'epoch': 0.09}
{'loss': 0.0, 'learning_rate': 9.999869823207718e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -65.20789337158203, 'logps/chosen': -23.46605110168457, 'logits/rejected': -2.4048924446105957, 'logits/chosen': -2.360053300857544, 'epoch': 0.1}
{'loss': 0.0, 'learning_rate': 9.999525559449565e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -60.82468795776367, 'logps/chosen': -22.306644439697266, 'logits/rejected': -2.327679395675659, 'logits/chosen': -2.2790496349334717, 'epoch': 0.1}
{'loss': 0.0, 'learning_rate': 9.998966147694588e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -62.54643630981445, 'logps/chosen': -22.944908142089844, 'logits/rejected': -2.3769359588623047, 'logits/chosen': -2.3330252170562744, 'epoch': 0.11}
{'loss': 0.0, 'learning_rate': 9.998191612016338e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -57.05828094482422, 'logps/chosen': -29.9317569732666, 'logits/rejected': -2.344268560409546, 'logits/chosen': -2.312987804412842, 'epoch': 0.12}
{'loss': 0.0, 'learning_rate': 9.997201985745935e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -64.47361755371094, 'logps/chosen': -22.40920639038086, 'logits/rejected': -2.3510231971740723, 'logits/chosen': -2.3056652545928955, 'epoch': 0.12}
{'loss': 0.0, 'learning_rate': 9.995997311470643e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -61.95441818237305, 'logps/chosen': -20.10283851623535, 'logits/rejected': -2.373046398162842, 'logits/chosen': -2.3327903747558594, 'epoch': 0.13}
{'loss': 0.0, 'learning_rate': 9.994577641032032e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -66.60789489746094, 'logps/chosen': -23.044204711914062, 'logits/rejected': -2.315115451812744, 'logits/chosen': -2.26283860206604, 'epoch': 0.13}
{'loss': 0.0, 'learning_rate': 9.992943035523751e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -66.13550567626953, 'logps/chosen': -22.922161102294922, 'logits/rejected': -2.395761251449585, 'logits/chosen': -2.34871506690979, 'epoch': 0.14}
{'loss': 0.0, 'learning_rate': 9.991093565288892e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -59.5921516418457, 'logps/chosen': -22.532459259033203, 'logits/rejected': -2.3404650688171387, 'logits/chosen': -2.2904956340789795, 'epoch': 0.15}
{'loss': 0.0, 'learning_rate': 9.989029309916972e-08, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/rejected': -65.91764831542969, 'logps/chosen': -23.039134979248047, 'logits/rejected': -2.3831160068511963, 'logits/chosen': -2.3319499492645264, 'epoch': 0.15}
